1169,UNITED MORTORS LANKA PLC                          ,               ,0, ,3,"28 C, PANADURA RAOD                               ",RATNAPURA                                         ,                                                  ,0,                                                                      ,               
1170,FITS EXPRESS (PVT) LTD                            ,0114414000     ,0, ,3,"85 B, DHARMAPALA MAWATHA                          ",COLOMBO 07                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,0114414000     
1171,PENDING NEW ACCOUNTS  (DONT PRINT)                ,               ,0, ,3,"209/2, UNION PLACE                                ",COLOMBO 02                                        ,                                                  ,0,MR. GAYAN SARANGA                                                     ,               
1172,CEYLON ELECTRICITY BOARD                          ,               ,0, ,3,KURUNEGALA                                        ,                                                  ,                                                  ,0,                                                                      ,               
1173,DIALOG AXIATA PLC                                 ,               ,0, ,3,"No 35/37, Modern Complex                          ",Cocowatta Road                                    ,Badulla                                           ,0,                                                                      ,               
1174,HEMAS MARITIME (PVT) LIMITED                      ,0117441000-1022,0, ,3,"LEVEL 9, PARKLAND BUILDING                        ","NO 33, PARK STREET                                ",COLOMBO 02                                        ,0,THE FINANCE MANAGER                                                   ,0117441000-1022
1175,AVERY DENNISON LANKA (PVT) LTD (OVER NIGHT)       ,TEMP  ACCOUNTS ,0, ,3,BIYAGAMA                                          ,                                                  ,                                                  ,0,THE MANAGER                                                           ,TEMP  ACCOUNTS 
1176,AVERY DENNISON LANKA (PVT) LTD - SAMEDAY          ,TEM ACCOUNT    ,0, ,3,BIYAGAMA                                          ,                                                  ,                                                  ,0,THE MANAGER                                                           ,TEM ACCOUNT    
1177,SKYNET WORLDWIDE EXPRESS                          ,               ,0, ,3,No 151/6                                          ,Kirula Road                                       ,Colombo 05                                        ,0,                                                                      ,               
1178,NEW ARUNA JUKI (PVT) LTD                          ,0342260179     ,0, ,3,"1/120, KOSKOLA WATTE ROAD                         ",ARAMANAGOLLA                                      ,HORANA                                            ,0,MS WASUNDARA                                                          ,0342260179     
1179,EYOTA TARDING                                     ,               ,0, ,3,"148/105, GOLDEN GATE,                             ","4TH MILE POST , MEEGAMA                           ",DHARGA TOWN                                       ,0,MRS DINUSHA                                                           ,               
1180,SALA ENTERPRISES                                  ,               ,0, ,3,"81, NUGEGODA ROAD                                 ",PEPILIYANA                                        ,                                                  ,0,MS. CHAMILA                                                           ,               
1181,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,"234, GALLE ROAD                                   ",COLOMBO 04                                        ,                                                  ,0,Sale Department                                                       ,0114518338     
1182,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,"234, GALLE ROAD                                   ",COLOMBO 04                                        ,                                                  ,0,Commercial Department                                                 ,0114518338     
1183,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,"234, GALLED RAOD                                  ",COLOMBO 04                                        ,                                                  ,0,Marketing Department                                                  ,0114518338     
1184,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,"234, GALLED ROAD                                  ",COLOMBO 4                                         ,                                                  ,0,Distributor Department                                                ,0114518338     
1185,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,234 GALLE ROAD                                    ,COLOMBO 04                                        ,                                                  ,0,Customer Service & Other Department                                   ,0114518338     
1186,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,0114518338     ,0, ,3,"234, GALLE ROAD                                   ",COLOMBO 04                                        ,                                                  ,0,HR Department                                                         ,0114518338     
1187,GREENFIELD BIO PLANTATIONS (PVT) LTD              ,2300458/ 438569,0, ,3,"23, BRAYBROOKE STREET                             ",COLOMBO 02                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,2300458/ 438569
1188,C A SRI LANKA  SATUDENT SERVI                     ,0112352000     ,0, ,3,"30A, MALALASEKARA MAWATHA                         ",COLOMBO 07                                        ,                                                  ,0,                                                                      ,0112352000     
1189,SJMS ASSOCIATES                                   ,0115444400     ,0, ,3,"11, CASTLE LANE                                   ",COLOMBO 04                                        ,                                                  ,0,THE HUMAN RESOURCE MANAGER                                            ,0115444400     
1190,INDEV MASHIP SERVICES (PVT) LTD                   ,0712343545     ,0, ,3,"LEVEL 08,VALLIANT TOWERS,                         ","NO.46/7,NAWAM MAWATHA,                            ",COLOMBO 02.                                       ,0,MR. SURESH PERERS                                                     ,0712343545     
1191,MYDEAL .LK  (PVT) LTD.                            ,0112555088     ,0, ,3,"740, GALLE ROAD                                   ",COLOMBO 04                                        ,                                                  ,0,MR. RIYAZ ISMAIL                                                      ,0112555088     
1192,BEAUTY PRODUCTS LANKA (PRIVATE) LIMITED           ,0115749111     ,0, ,3,"342, AVISSAWELLA ROAD                             ",KELANIMULLA                                       ,ANGODA                                            ,0,MR. PRAKASH                                                           ,0115749111     
1193,MAGNUM INVESTMENTS (PVT) LTD                      ,0112501500     ,0, ,3,"No 12/4, ABDUL GAFOOR MAWATHA                     ",COLOMBO 03                                        ,                                                  ,0,MR. T GREETHAR                                                        ,0112501500     
1194,UNITED MOTORS                                     ,0112-531828    ,0, ,3,"146, MALIGAWA ROAD                                ",THELAWALA                                         ,RATHMALANA                                        ,0,MR. DIMUTHU                                                           ,0112-531828    
1195,SHANGRI LA INVESTMENT LANKA (PVT) LTD             ,0477888888     ,0, ,3,SITTRAKALA ESTATE                                 ,CHITHRAGALA                                       ,AMBALANTOTA                                       ,0,MS. NIROSHA                                                           ,0477888888     
1196,SFCRM                                             ,               ,0, ,3,"LEVEL 09, PARKLAND BUILDING                       ","#3, PARK STREET                                   ",COLOMBO 02                                        ,0,MR. A A DAYANANDA                                                     ,               
1197,Star Vision Holding (Pvt) Ltd                     ,               ,0, ,3,"48C, Galle Road                                   ",Kaluwamodara                                      ,Aluthgama                                         ,0,                                                                      ,               
1198,DIALOG AXIATA PLC                                 ,               ,0, ,3,No 475                                            ,Union Place                                       ,Colombo 02                                        ,0,                                                                      ,               
1199,VINU PERERA PHOTOGRAPHY (DOUG 22.02.2017)         ,0774156402     ,0, ,3,"40/5A, WATTEGEDARA ROAD,                          ",MAHARAGAMA                                        ,                                                  ,0,MR. VINU PERERA                                                       ,0774156402     
1200,LAUGFS HOLDINGS LTD                               ,0115566222     ,0, ,3,"101, MAYA AVENUE                                  ",COLOMBO 06                                        ,                                                  ,0,MR. THILAK DE SILVA                                                   ,0115566222     
1201,KEVILTON ELECTRICALS PRODUCTS PVT (LTD) (NIM)     ,4892346        ,0, ,3,"NO 11, 1ST CROSS STREET                           ",BORUPANA ROAD                                     ,RATMALANA                                         ,0,THE ACCOUNTANT                                                        ,4892346        
1202,MOUNTAIN HAWK (PVT) LTD                           ,               ,0, ,3,"235/12, Avlssawella Road                          ",Orugodawatte                                      ,Wellampitiya                                      ,0,                                                                      ,               
1203,GIHINI                                            ,0114848423     ,0, ,3,"14, KALUKONDAYAWA                                 ",MALWANA                                           ,                                                  ,0,MRS KUMARI                                                            ,0114848423     
1204,CASH SALES - EMBILIPITIYA BRANCE ( DONT PRINT)    ,               ,0, ,3,                                                  ,                                                  ,                                                  ,0,                                                                      ,               
1205,DREAMCO EXPRESS (PVT) HD                          ,               ,0, ,3,"No 147/1,                                         ",Vauxhall Street                                   ,Colombo 02                                        ,0,Mr. Athula Ranasignhe                                                 ,               
1206,DEE & DEE LANKA (PVT) LTD                         ,0114621337     ,0, ,3,"247 , SRI SANGARAJA MAWATHA                       ",COLOMBO 10                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,0114621337     
1207,DIALOG AXIATA PLC (KCCBranch)                     ,0777334365     ,0, ,3,"475, UNION PLACE                                  ",COLOMBO 02                                        ,                                                  ,0,THE BRANCH MANAGER                                                    ,0777334365     
1208,FIRED EARTH (PVT) LTD.                            ,               ,0, ,3,"130, VAUXHALL STREET                              ",COLOMBO 02                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,               
1209,IMESH ENTERPRISES                                 ,0382245450     ,0, ,3,"383, GALLE ROAD, NALLURUWA                        ",PANADURA                                          ,                                                  ,0,THE MANAGER                                                           ,0382245450     
1210,COLOMBO BREAK BULK SE                             ,94 117631010 -1,0, ,3,"No.155/2, Weerasinghe Mawathe                     ","Dutugemunu Street,                                ",Kohuwala                                          ,0,MR. ROHAN HEWAGE                                                      ,94 117631010 -1
1211,GUIDELINE MARKETING (PVT) LTD-                    ,0812063737     ,0, ,3,"7/1/B, ANKUMBURA ROAD                             ",PUJAPITIYA                                        ,KANDY                                             ,0,MR. D M C SIRIWARDANE                                                 ,0812063737     
1212,THE LOUNDROMAT (PVT) LTD                          ,0115637101     ,0, ,3,"126, REID AVENUE                                  ",COLOMBO 04                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,0115637101     
1213,DMS ELECTRONICS (PVT) LTD                         ,0114353600/4732,0, ,3,"05, BALAHENMULLA LANE                             ",COLOMBO 05                                        ,                                                  ,0,MR. TUAN ERSHARD HALLALDEEN                                           ,0114353600/4732
1214,M M NOORBHOY & COMPANY LTD                        ,0114341900     ,0, ,3,"121, MALAY STREET                                 ",COLOMBO 02                                        ,                                                  ,0,MS JEEWANI DILRUKSHI                                                  ,0114341900     
1215,METROPOLITAN OFFICE (PVT) LTD                     ,               ,0, ,3,"NO 12, MAGAZINE ROAD                              ",COLOMBO 08                                        ,                                                  ,0,                                                                      ,               
1216,COCOUNT MIRACLE (PVT) LTD                         ,0770512255/0764,0, ,3,"220/15, POLWATTE GUNASEKARA MAWATHA               ",KOSWATTE BATTAramulla                             ,                                                  ,0,THE ACCOUNTANT                                                        ,0770512255/0764
1217,MOD SPOT ELECTRONICS (PVT) LTD                    ,0112328873     ,0, ,3,"46, KEYZER STREET                                 ",COLOMBO 01                                        ,                                                  ,0,MS KUMUDIKA                                                           ,0112328873     
1218,GLABACTIV LOGISTICS (PVT) LTD                     ,0114848141     ,0, ,3,"110, KUMARAN RATNAM ROAD                          ",COLOMBO 02                                        ,                                                  ,0,THE ACCOUNTANT                                                        ,0114848141     
1219,SINGER SRI LANKA (PLC)                            ,0112601060     ,0, ,3,"94A, MAVITTARA                                    ",PILIYANDALA                                       ,                                                  ,0,MR. DANUKA KANDEGAMAGE                                                ,0112601060     
1220,SINGER SRI LANKA (PLC)                            ,0112601060     ,0, ,3,"94A, MAVITTARA                                    ",PILIYANDALA                                       ,                                                  ,0,MR. DANUKA KANDEGAMAGE                                                ,0112601060     
1221,HEATING EQUIPMENT (PTE) LTD                       ,0114341744     ,0, ,3,"2 1/1 , CHANDRA SILVA MAWATHA                     ",NUGEGODA                                          ,                                                  ,0,MR. A G ROSHAN KUMARA                                                 ,0114341744     
1222,JUKI CENTER                                       ,0115333907     ,0, ,3,"240/2/2//1, KERANGA POKUNA                        ",WALISARA                                          ,                                                  ,0,THE ACCOUNTANT                                                        ,0115333907     
1223,CARLYLES SONS RETINNE (PVT) LTD                   ,0779339000     ,0, ,3,"70/8 B , MADAPATHA ROAD                           ","DE MEL PLACE , BATAKETHARA ,                      ",PILIYANDALA                                       ,0,MR. CEDRIC WO                                                         ,0779339000     
1224,ELECTRONIC ENGINEERING SYSTEMS (PVT) LTD          ,0112038800     ,0, ,3,"5, ROYAL PEARL,                                   ",GARDENS WATTALA - 11300                           ,                                                  ,0,MS. RATHIKA                                                           ,0112038800     
1225,SEREPPU                                           ,0112645518     ,0, ,3,"86/1, NEW GALLE ROAD                              ",MORATUWA                                          ,                                                  ,0,MR. W N S FERNANDO                                                    ,0112645518     
1226,HUTCHISON TELECOMMUNICATIONS LANKA (PVT) LTD      ,               ,0, ,3,"NO 234,GALLE ROAD                                 ",COLOMBO 04                                        ,                                                  ,0,                                                                      ,               
1227,DARLEY BUTLER &  CO LTD                           ,011278780-5    ,0, ,3,"98,SRI SANGARAJA MAWATHA                          ",COLOMBO 10                                        ,                                                  ,0,THE COMMERCIAL MANAGER                                                ,011278780-5    
1228,CREASY FOODS LTD                                  ,0112478780-5   ,0, ,3,"98,SRI SANGARAJA MAWATHA,                         ",COLOMBO 10.                                       ,                                                  ,0,DILLANJANI WEERATUNGE                                                 ,0112478780-5   
1229,E B CREASY & CO PLC                               ,0112478780-5   ,0, ,3,"98,SRI SANGARAJA MAWATHA,                         ",COLOMBO 10.                                       ,                                                  ,0,COMMERCIAL MANAGER                                                    ,0112478780-5   
1230,TEXVIS (PVT) LTD                                  ,0112545532     ,0, ,3,"NO 50,2ND FLOOR,                                  ","DEHIWALA ROAD,                                    ",BORALESGAMUWA.                                    ,0,MR.NADEEKA                                                            ,0112545532     
1231,LAUGFS - LEISURE                                  ,               ,0, ,3,"101 , MAYA AVENNUE                                ",COLOMO 06                                         ,                                                  ,0,                                                                      ,               
1232,LAUGHFS GAS                                       ,               ,0, ,3,"101, MAYA AVENUE                                  ",COLOMBO 06                                        ,                                                  ,0,                                                                      ,               
1233,FREIGHT SYSTEMS LANKA (PVT) LTD                   ,0112692290/3   ,0, ,3,"NO 525,2ND FLOOR,                                 ","UNION PLACE,                                      ",CLOMBO 02.                                        ,0,FINANCE MANAGER                                                       ,0112692290/3   
1234,SENOK TRADE COMBINE (PVT) LTD                     ,0112472800     ,0, ,3,"NO.3,R.A.DE MEL MAWATHA,                          ",COLOMBO 05.                                       ,                                                  ,0,FINANCE MANAGER-HMS DIVISION                                          ,0112472800     
1235,CARE TRUST INTERNATIONAL                          ,               ,0, ,3,"NO.750,KANDY ROAD                                 ","WEDAMULLA,KELANIYA.                               ",                                                  ,0,THE MANAGER-SALES & MARKETING                                         ,               
1236,T G TECHNOLOGIES                                  ,0112744188     ,0, ,3,"NO.417/B/1,1ST FLOOR,                             ","ATHURUGIRIYA ROAD,MALABE.                         ",                                                  ,0,THE MANAGER-SALES                                                     ,0112744188     
1237,LOGISTICS INTERNAT                                ,01122681011    ,0, ,3,"35, TEMPLE ROAD                                   ",COLOMBO 10                                        ,                                                  ,0,MANGING DIRECTOR                                                      ,01122681011    
1238, PARA  TRADING (PVT) LTD                          ,               ,0, ,3,KURUNEGALA                                        ,                                                  ,                                                  ,0,                                                                      ,               
1239,HEAVEN SEVEN  HOTEL                               ,               ,0, ,3,"NO.24 A,HADDON HILL ROAD,                         ",NUWARA ELIYA.                                     ,                                                  ,0,THE ACCOUNTANT                                                        ,               
1240,VAS CEYLON                                        ,0112931001     ,0, ,3,"NO.90/54 A,CHAITHIYA ROAD,                        ","THELENGAPATHA,WATTALA.                            ",                                                  ,0,PROPRIETOR                                                            ,0112931001     
1241,ADROIT  GRAPHIC                                   ,0112932211     ,0, ,3,"NO.77C,THELANGAPATHA ROAD,                        ",WATTALA.                                          ,                                                  ,0,MANAGING PARTNER                                                      ,0112932211     
1242,REAL ESTATE INTELLIGENCE UNIT                     ,               ,0, ,3,"NO.366,1ST FLOOR,                                 ","GALLE ROAD,COLOMBO 03.                            ",                                                  ,0,FOUNDING DIRECTOR/CEO                                                 ,               
1243,HELLMANN WAORLDWORLD LOGISTICS (PVT) LTD          ,2316700        ,0, ,3,"NO.50/25A,SIR JAMES PIERIS MAWATHA,               ",COLOMBO 02.                                       ,                                                  ,0,OPS EXECUTIVE                                                         ,2316700        
1244,CONARC (PVT) LTD                                  ,0372281908     ,0, ,3,"KANDANEGEDARA ROAD,WERALUGAMA,                    ",KULIYAPITIYA.                                     ,                                                  ,0,THE ACCOUNTANT                                                        ,0372281908     
1245,BEST ONE EXPRESS                                  ,0117337436     ,0, ,3,"NO 415 1/1 ,DEMATAGODA ROAD,                      ",COLOMBO 09.                                       ,                                                  ,0,PROPRITOR                                                             ,0117337436     
1246,AKURA BOOK PUBLISHERS                             ,0314938046     ,0, ,3,"NO.102/B,SINGAKKULIYA,YOGIYANA.                   ",                                                  ,                                                  ,0,MR.E.A.CHARITHA NILANKA                                               ,0314938046     
1247,TSR TECHNOLOGIES (PVT) LTD                        ,               ,0, ,3,"179, ST JOSEP STREET,                             ",NEGOMO.                                           ,                                                  ,0,DIRECTOR                                                              ,               
1248,OREL IT (PVT) LTD                                 ,0114792150     ,0, ,3,"ORENGE ZONE.NO 76,                                ","ATIGALA ROAD,MEEGODA.                             ",                                                  ,0,HEAD OF SALES-MOBILE -O PHONE                                         ,0114792150     
1249,ERVICE CENTER - MOBILE                            ,0114792150     ,0, ,3,"ORANGE ZONE,NO 76,                                ","ATIGALA ROAD,MEEGODA.                             ",                                                  ,0,HEAD OF SALES-MOBILE -O PHONE                                         ,0114792150     
1250,COMPASS INTERNATIONAL                             ,0115362211     ,0, ,3,"APT NO 605,JAIC HILTON RESIDENCE,                 ","NO 200.UNION PLACE,COLOMBO 02.                    ",                                                  ,0,THE ACCOUNTANT                                                        ,0115362211     
1251,SEVEN SEVEN FITT AUTO VISION                      ,0112930690     ,0, ,3,NO 542                                            ,"NEGOMBO ROAD,                                     ",WATTALA.                                          ,0,BRANCH MANAGER -MR.SANKA                                              ,0112930690     
1252,EWIS PERIPHERALS (PVT) LTD                        ,               ,0, ,3,142 GALLE ROAD                                    ,COLOMBO 03                                        ,                                                  ,0,                                                                      ,               
1253,DEBUG  COMPUTER PHERIPHERALS (PVT) LTD            ,0117520000-881 ,0, ,3,"NO.58,42ND LANE,                                  ",COLOMBO 06.WELLAWATTE                             ,                                                  ,0,MS.CHATHURI EDIRISINGHE                                               ,0117520000-881 
1254,HUMRIZ LTD                                        ,0112449449     ,0, ,3,"26 B,ALWIS PLACE,                                 ",COLOMBO 03.                                       ,                                                  ,0,THE MANAGER - ACCOUNTS                                                ,0112449449     
1255,AIKEN (PVT) LTD - SAMPLES                         ,0114710734     ,0, ,3,"NO.267,POLHENGODA ROAD,                           ",COLOMBO 05.                                       ,                                                  ,0,THE ACCOUNTANT                                                        ,0114710734     
1256,AIKEN (PVT) LTD  DOCUMENTS                        ,               ,0, ,3,No 267                                            ,Polhengoda Road                                   ,Colombo 05                                        ,0,THE ACCOUNTANT                                                        ,               
1257,CP PLUS ORANGE REPAIR CENTER                      ,0114498000     ,0, ,3,"ORANGE ZONE,NO.78,                                ","ARTIGALA ROAD,                                    ",MEEGODA.                                          ,0,THE ACCOUNTANT                                                        ,0114498000     
1258,TAKAS  (PVT) LTD                                  ,               ,0, ,3,No 66                                             ,Kynsly Road                                       ,Colombo 08                                        ,0,                                                                      ,               
1259,TAKAS  (PVT) LTD  - COD                           ,               ,0, ,3,"NO.66,KYNSEY ROAD,                                ",COLOMBO 08.                                       ,                                                  ,0,MR.A.JEYA ANANTH / ASS.ACCOUNTANT                                     ,               
1260,DHL GLOBAL FORWARDIG LANKA (PVT) LTD              ,117321321      ,0, ,3,"8TH FLOOR ,SETMIL COMPLEX,                        ","256,SRIMATH RAMANATHAN MAWATHA,                   ",COLOMBO 15.                                       ,0,CEO                                                                   ,117321321      
1261,RANJITH MOTORS & AUTO PARTS                       ,0372231201     ,0, ,3,"COLOMBO ROAD,                                     ",MALPITIYA                                         ,BOYAGANE                                          ,0,MR. BRANCH MANAGER                                                    ,0372231201     
1262,O2 STORES                                         ,               ,0, ,3,"403,GALLE ROAD,                                   ",COLOMBO 03.                                       ,                                                  ,0,MR.SAJEEWAN                                                           ,               
1263,SIGIRIYA JUNGLES (PVT) LTD                        ,0112732903     ,0, ,3,"NO.08,2ND LANE,                                   ",DEHIWALA.                                         ,                                                  ,0,THE ACCOUNTANT                                                        ,0112732903     
1264,SEYLAN BANK PLC                                   ,0112456042     ,0, ,3,"SEYLAN TOWERS,P.O BOX 400,                        ","NO.90,GALLE ROAD.COLOMBO 03.                      ",SEYLAN BANK                                       ,0,HEAD OF CARDS                                                         ,0112456042     
1265,AVERY DENSON HAYLEYS POINT                        ,               ,0, ,3,"BLOCK-B   E.P.Z.,                                 ",BIYAGAMA.                                         ,                                                  ,0,"THE MANAGER,SUPPLY CHAIN                                              ",               
1266,BARCLAYS COMPUTERS (PVT) LTD                      ,               ,0, ,3,"NO 42,GALLE ROAD,                                 ",COLOMBO 04.                                       ,                                                  ,0,                                                                      ,               
1267,ATSL TELESOFT (PVT) LTD-                          ,0112575957     ,0, ,3,"NO 70 B 2 LUCKY PLAZA,                            ","ST.ANTHONYS MW,                                   ",COLOMBO 03                                        ,0,THE SECRETARY                                                         ,0112575957     
1268,RPICO CHILAW - DAILY                              ,               ,0, ,3,                                                  ,                                                  ,                                                  ,0,                                                                      ,               
1269,ARPICO MALABE - DAILY                             ,               ,0, ,3,                                                  ,                                                  ,                                                  ,0,                                                                      ,               
1270,ARPICO AMBETANNE                                  ,               ,0, ,3,                                                  ,                                                  ,                                                  ,0,                                                                      ,               
1271,DIALOG AXIATA PLC                                 ,               ,0, ,3,"IDEAMERT 6TH FLOOR,                               ","528,R.A.DE MEL MAWATHA,                           ",COLOMBO 03.                                       ,0,MR. KASUN WITHANARACHCHI                                              ,               
1272,DIALOG AXIATA PLC                                 ,               ,0, ,3,"9TH FLOOR,475,UNION PLACE,                        ",COLOMBO 02.                                       ,COLOMBO 02.                                       ,0,MR.CHANDANA UNAGOLLA                                                  ,               
1273,WORLD HEALTH ORGANAZATION                         ,011237919      ,0, ,3,"5, ANDERSON ROAD                                  ",COLOMBO 05                                        ,COLOMBO 05                                        ,0,MS SANDRA DIEWZ                                                       ,011237919      
1274,MATRO ENGINEERING & CONSTRUCTION (PVT) LTD        ,0112751878     ,0, ,3,"NO 381 A,EMBULGAMA ROAD,PANAGODA,                 ",HOMAGAMA.                                         ,HOMAGAMA.                                         ,0,DIRECTOR                                                              ,0112751878     
1275,SEYMOUR DESIGN (PVT) LTD                          ,0772277352     ,0, ,3,"1ST FLOOR , 764 1/1,                              ",NEGAMBO ROAD                                      ,WELISARA                                          ,0,SEYMOUR                                                               ,0772277352     
1276,ATLAS MACHINE COMPONENTS (PVT)                    ,0112536666     ,0, ,3,OLD POLICE STATION ROAD                           ,DOMPE                                             ,                                                  ,0,ATLAS                                                                 ,0112536666     
1277,ARUNA PRABATH                                     ,0375734208     ,0, ,3,"NELUMKANNAWA,KATUPOTHA.                           ",                                                  ,                                                  ,0,MR.ARUNA PRABATH                                                      ,0375734208     
1278,AKNOW ENTERPRISES                                 ,               ,0, ,3,"NELUMKANWWA,                                      ",KATUPOTHA.                                        ,KATUPOTHA.                                        ,0,MANAGING DIRECTER                                                     ,               
1279,DEBUG COMPUTRE PERIPHERALS (PVT) LTD              ,0117400816/17  ,0, ,3,"NO.297,CHAKINDARAMA ROAD.                         ",RATHMALANA.                                       ,RATHMALANA.                                       ,0,MR.T.B.CASEER.GENERAL MANAGER                                         ,0117400816/17  
1280,BUY BUY.LK                                        ,               ,0, ,3,"142,MEERANIYA STREET,                             ",COLOMBO -12                                       ,COLOMBO -12                                       ,0,MR.M.IMRAN KHAN                                                       ,               
1281,SUPRIMO TRADING                                   ,               ,0, ,3,"NO.404 G 04,SAMURDHI MAWATHA,                     ","HEIYANTHUDUWA,BIYAGAMA.                           ",BIYAGAMA,0,MR.SURESH CHANDRASIRI                                                 ,               
1282,RES SERVICE SHOES LANKA ( PVT) LTD                ,011253138      ,0, ,3,"NO.33 RING ROAD,                                  ",PHASE-11 E.P.Z.KATUNAYAKE.                        ,KATUNAYAKE.                        ,0,MR.M.AZIZ.(C.E.O.)                                                    ,011253138      
1283,GALADARI HOTELS (LANKA) PLC                       ,0112544544     ,0, ,3,"NO.64,LOTUS ROAD,                                 ",COLOMBO 01.                                       ,COLOMBO 01.                                       ,0,CREDIT MANAGER                                                        ,0112544544     
1284,HYUNDAI LANKA (PVT) LTD                           ,2866866        ,0, ,3,"NO.1035,PANNIPITIYA ROAD,                         ",BATTARAMULLA.                                     ,BATTARAMULLA.                                     ,0,THE PARTS & WARRANTY MANAGER                                          ,2866866        
1285,GIFT PLANET (                                     ,               ,0, ,3,"31/6,MOSQUE LANE,                                 ","NAWALA ROAD,                                      ",RAJAGIRIYA.                                       ,0,MANAGING DIRECTOR                                                     ,               
1286,EPSI TECHNOLOGY (PVT) LTD                         ,011 2870265    ,0, ,3,"NO 75, GROUND FLOOR, THALAWATHUGODA ROAD          ",PITA KOTTE.                                       ,PITA KOTTE.                                       ,0,                                                                      ,011 2870265    
1287,DEBUG COMPUTER PERIPHERALS (PVT) LTD              ,0117400816/17  ,0, ,3,"NO 297,CHAKINDARAMA ROAD,                         ",RATHMALANA.                                       ,RATHMALANA.                                       ,0,GENERAL MANAGER                                                       ,0117400816/17  
1288,NEW S J COMPUTERS                                 ,0472262242     ,0, ,3,"125/C,NEW TOWN ROAD,                              ",EMBILIPITIYA.                                     ,EMBILIPITIYA.                                     ,0,MR.P.K.SENAKA PREMATHILAKA                                            ,0472262242     
1289,BLOOMICART                                        ,               ,0, ,3,"NO 15 B,ANNASI WATTA,                             ","HALPE,KATANA.                                     ","HALPE,KATANA.                                     ",0,MR.SHYAM ZAZEEK .                                                     ,               
1290,ELS CONSTRUCTION (PVT) LTD                        ,0472289069     ,0, ,3,"MAHAGAMA JANAPADAYA,                              ",SEVANAGALA.                                       ,SEVANAGALA.                                       ,0,THE MANAGER                                                           ,0472289069     
1291,WIJESUNDARA OPTOMETRISTS                          ,               ,0, ,3,"NO.56,MAIN STREET,                                ",KURUWITA.                                         ,KURUWITA.                                         ,0,MS.GEETHA RUPINI WIJESUNDARA                                          ,               
1292,ALIENT AGRO (PVT) LTD NITHYA                      ,               ,0, ,3,"387 A 4,BORELLA ROAD,                             ","KOTTAWA,PANNIPITIYA.                              ",PANNIPITIYA.                              ,0,THE DIRECTOR                                                          ,               
1293,DILSHA FASHION                                    ,               ,0, ,3,"NO.60 C,KITTAMPAHUWA ROAD,                        ",WELLAMPITIYA.                                     ,WELLAMPITIYA.                                     ,0,MS.FATHIMA DILSHAD                                                    ,               
1294,NIPPON PVC HOLDINGS (PVT) LTD                     ,0372299565     ,0, ,3,"NO;8 9A,MAWATHAGAMA EXPORT PROCESSING ZONE,       ","MAWATHAGAMA,KURUNEGALA,                           ",Kurunegala                                        ,0,THE PURCHASING MANAGER                                                ,0372299565     
1295,DIALOG AXIATA PLC                                 ,               ,0, ,3,DIALOG FRANCISE CUSTOMER SERVICE                  ,"NO 528, R A DE MEL MAWATHA                        ",COLOMBO 03                                        ,0,MR.AVANTHA PIRIS                                                      ,               
1296,DIALOG AXIATA PLC                                 ,               ,0, ,3,No 475                                            ,UNION PLACE                                       ,COLOMBO 02                                        ,0,MS JEEVITHAA SOMASUNDARAM                                             ,               
1297,DIALOG AXIATA PLC (FINANCE)                       ,               ,0, ,3,"NO 475, UNION PLACE                               ",COLOMBO 02                                        ,COLOMBO 02                                        ,0,MR. FRAZAN RAZIK                                                      ,               
1298,DIALOG AXIATA PLC (IBU)                           ,               ,0, ,3,NO 475                                            ,UNION PLACE                                       ,COLOMBO 02                                        ,0,MR.NAVEEN SAMARASEKARA                                                ,               
1299,DIALOG AXIATA PLC (FMU)                           ,               ,0, ,3,"NO 475,                                           ",UNION PLACE                                       ,COLOMBO 02                                        ,0,MS. RAZNA FAZAL                                                       ,               
1300,DIALOG AXIATA PLC (CREDIT)                        ,               ,0, ,3,NO 475                                            ,UNION PLACE                                       ,COLOMBO 02                                        ,0,                                                                      ,               
1301,DIALOG FRANCHISE CBE                              ,               ,0, ,3,"NO 37,                                            ",NEGOMBO ROAD                                      ,PELIYAGODA                                        ,0,                                                                      ,               
1302,DIALOG FRANCHISE                                  ,               ,0, ,3,154 B/1                                           ,HIGH LEVEL ROAD                                   ,NUGEGODA                                          ,0,                                                                      ,               
1303,FORBES MARSHALL LANKA PVT LTD                     ,11111111       ,0, ,3,"8/1, Malwatte Avenue                              ",Kohuwala                                          ,Nugegoda                                          ,0,THE ACCOUNTANT                                                        ,11111111       
1304,ASSOCIATED ELECTRICAL CORP LTD                    ,11111111       ,0, ,3,"NO 140,                                           ",VAUXHALL STREET                                   ,COLOMBO 2                                         ,0,                                                                      ,11111111       
